id;content;contact_id;app_account_id;deal_id
1391;nam dui proin leo odio porttitor;533;5;null
1392;diam id ornare imperdiet sapien urna;541;5;null
1393;est risus;537;5;null
1394;metus aenean fermentum donec ut;575;5;null
1395;sit amet turpis elementum ligula;569;5;null
1396;sapien arcu sed augue aliquam;574;5;null
1397;diam in magna;548;5;null
1398;cubilia curae nulla dapibus dolor;542;5;null
1399;dis parturient;553;5;null
1400;mattis pulvinar;530;5;null
1401;erat id mauris vulputate;550;5;null
1402;rutrum nulla tellus in sagittis dui;502;5;null
1403;non velit;518;5;null
1404;egestas metus aenean;521;5;null
1405;phasellus id sapien in sapien iaculis;540;5;null
1406;nonummy maecenas tincidunt lacus at;545;5;null
1407;amet erat nulla tempus;556;5;null
1408;nonummy integer non velit donec diam;554;5;null
1409;et magnis dis;531;5;null
1410;eget elit sodales scelerisque mauris sit;510;5;null
1411;vivamus in felis eu sapien;542;5;null
1412;non ligula pellentesque ultrices phasellus;524;5;null
1413;nunc proin at;539;5;null
1414;nulla dapibus dolor;528;5;null
1415;elementum eu;581;5;null
1416;quam sollicitudin vitae consectetuer eget rutrum;579;5;null
1417;id sapien;572;5;null
1418;ridiculus mus etiam vel augue vestibulum;502;5;null
1419;donec diam neque vestibulum eget vulputate;581;5;null
1420;elit proin interdum mauris non ligula;589;5;null
1421;neque aenean auctor gravida sem praesent;542;5;null
1422;neque vestibulum eget;549;5;null
1423;duis consequat;596;5;null
1424;mauris vulputate elementum nullam;586;5;null
1425;tincidunt nulla;554;5;null
1426;venenatis tristique fusce congue diam id;507;5;null
1427;commodo placerat praesent blandit;502;5;null
1428;turpis donec;541;5;null
1429;phasellus sit amet erat nulla tempus;594;5;null
1430;amet sem fusce consequat nulla nisl;564;5;null
1431;congue elementum;532;5;null
1432;posuere cubilia;588;5;null
1433;quis augue;598;5;null
1434;ridiculus mus vivamus vestibulum sagittis sapien;518;5;null
1435;in faucibus orci;537;5;null
1436;erat quisque erat;537;5;null
1437;phasellus sit amet erat;598;5;null
1438;ligula nec sem duis aliquam;541;5;null
1439;in porttitor pede justo;530;5;null
1440;vivamus tortor duis mattis;504;5;null
1441;integer ac;555;5;null
1442;pede malesuada in;593;5;null
1443;iaculis congue vivamus metus arcu adipiscing;555;5;null
1444;rhoncus aliquam lacus morbi quis;518;5;null
1445;pulvinar lobortis est phasellus sit;555;5;null
1446;donec diam neque;527;5;null
1447;quam pharetra magna;506;5;null
1448;feugiat et;591;5;null
1449;amet eros;570;5;null
1450;mauris vulputate elementum nullam varius nulla;520;5;null
1451;pede ullamcorper;558;5;null
1452;fermentum donec ut mauris;526;5;null
1453;lobortis vel dapibus at;547;5;null
1454;rhoncus dui;500;5;null
1455;magna vulputate;571;5;null
1456;amet nulla quisque arcu;526;5;null
1457;condimentum id luctus nec;558;5;null
1458;natoque penatibus et magnis dis;588;5;null
1459;posuere cubilia;521;5;null
1460;convallis tortor risus dapibus;586;5;null
1461;tortor id nulla;526;5;null
1462;interdum venenatis turpis;592;5;null
1463;quis orci eget orci;572;5;null
1464;non pretium;501;5;null
1465;sagittis sapien cum sociis natoque;525;5;null
1466;ut ultrices vel augue vestibulum;592;5;null
1467;ipsum dolor sit amet consectetuer;506;5;null
1468;amet eleifend;562;5;null
1469;aliquam sit amet diam in;585;5;null
1470;donec ut mauris eget massa;554;5;null
1471;quisque arcu libero;500;5;null
1472;lacinia erat vestibulum;515;5;null
1473;pede venenatis non sodales sed tincidunt;543;5;null
1474;ut mauris eget;536;5;null
1475;nisl nunc nisl duis bibendum felis;531;5;null
1476;eu mi;513;5;null
1477;ullamcorper purus sit amet nulla quisque;526;5;null
1478;eu mi nulla ac enim;572;5;null
1479;adipiscing elit proin risus praesent lectus;534;5;null
1480;eleifend luctus;563;5;null
1481;tellus nulla ut erat id;521;5;null
1482;nec nisi vulputate nonummy maecenas;529;5;null
1483;velit vivamus vel nulla;508;5;null
1484;gravida sem praesent id;525;5;null
1485;amet consectetuer adipiscing elit proin;508;5;null
1486;integer non velit donec diam neque;549;5;null
1487;tempus sit amet sem fusce consequat;599;5;null
1488;vel enim;546;5;null
1489;lorem ipsum dolor sit;579;5;null
1490;amet nunc;575;5;null
1491;nibh fusce lacus purus aliquet;599;5;null
1492;est donec odio justo;569;5;null
1493;at ipsum;507;5;null
1494;lorem id ligula;510;5;null
1495;nibh in lectus pellentesque at nulla;526;5;null
1496;elementum eu interdum eu;502;5;null
1497;blandit non interdum in ante vestibulum;518;5;null
1498;ultrices mattis odio;536;5;null
1499;tincidunt nulla;510;5;null
1500;cursus vestibulum proin;500;5;null
1501;sollicitudin mi sit amet;577;5;null
1502;enim in tempor turpis nec euismod;584;5;null
1503;ac enim in tempor turpis;577;5;null
1504;sapien in sapien iaculis congue vivamus;536;5;null
1505;id justo sit amet sapien;569;5;null
1506;vestibulum ante ipsum primis in;556;5;null
1507;quis orci nullam;589;5;null
1508;tristique in tempus sit;587;5;null
1509;nibh quisque;513;5;null
1510;sit amet justo morbi ut;515;5;null
1511;nisl ut volutpat sapien arcu sed;544;5;null
1512;curabitur in libero ut;576;5;null
1513;mi sit amet lobortis;582;5;null
1514;in consequat;535;5;null
1515;rutrum neque;525;5;null
1516;nullam orci pede;576;5;null
1517;nisi vulputate nonummy maecenas;587;5;null
1518;vestibulum ante ipsum primis in faucibus;578;5;null
1519;lectus pellentesque;592;5;null
1520;purus phasellus in;545;5;null
1521;eros vestibulum ac est;555;5;null
1522;interdum mauris ullamcorper purus sit amet;576;5;null
1523;eleifend quam a;550;5;null
1524;molestie lorem quisque ut;533;5;null
1525;praesent id massa id nisl;578;5;null
1526;ligula pellentesque ultrices phasellus;585;5;null
1527;erat eros;544;5;null
1528;amet sapien;582;5;null
1529;sollicitudin ut suscipit;535;5;null
1530;porttitor lacus at turpis;532;5;null
1531;ligula in lacus curabitur at ipsum;540;5;null
1532;ornare imperdiet sapien urna;572;5;null
1533;faucibus orci luctus et ultrices;525;5;null
1534;vestibulum rutrum rutrum neque aenean auctor;559;5;null
1535;donec diam neque vestibulum eget;571;5;null
1536;mauris enim;574;5;null
1537;nibh quisque id;579;5;null
1538;et ultrices;547;5;null
1539;ultrices erat tortor sollicitudin mi sit;590;5;null
1540;quis orci nullam molestie nibh in;556;5;null
1541;quis libero;596;5;null
1542;velit vivamus vel nulla eget;565;5;null
1543;rutrum nulla;575;5;null
1544;scelerisque quam;598;5;null
1545;nascetur ridiculus mus vivamus vestibulum;577;5;null
1546;quis odio;581;5;null
1547;ac neque duis bibendum;572;5;null
1548;sapien quis libero;543;5;null
1549;a pede;530;5;null
1550;curabitur in libero;535;5;null
1551;a suscipit nulla elit;539;5;null
1552;nulla suscipit ligula in;525;5;null
1553;turpis donec posuere metus;573;5;null
1554;curabitur gravida nisi at;578;5;null
1555;nibh in lectus pellentesque at;543;5;null
1556;nam ultrices libero non;548;5;null
1557;eget vulputate ut ultrices vel;515;5;null
1558;tempus vivamus in;530;5;null
1559;aliquet massa id lobortis;526;5;null
1560;dapibus duis at velit eu;545;5;null
1561;turpis sed ante;576;5;null
1562;morbi odio odio;523;5;null
1563;ante ipsum primis in;532;5;null
1564;ante ipsum primis in faucibus orci;533;5;null
1565;nulla sed vel enim sit amet;549;5;null
1566;adipiscing elit proin interdum;589;5;null
1567;tellus nulla ut erat;541;5;null
1568;aliquet pulvinar sed nisl nunc rhoncus;508;5;null
1569;nulla nisl nunc;574;5;null
1570;turpis eget elit sodales;586;5;null
1571;ullamcorper purus sit amet nulla;585;5;null
1572;primis in;509;5;null
1573;tortor eu pede;592;5;null
1574;pretium iaculis justo in hac;557;5;null
1575;donec vitae nisi nam;501;5;null
1576;sapien arcu sed augue aliquam;569;5;null
1577;ac neque duis;535;5;null
1578;non lectus;596;5;null
1579;ac leo pellentesque ultrices mattis;548;5;null
1580;vel augue vestibulum rutrum rutrum neque;561;5;null
1581;sapien ut nunc vestibulum ante;539;5;null
1582;lobortis vel dapibus;597;5;null
1583;in imperdiet et commodo;547;5;null
1584;justo eu massa;523;5;null
1585;sed sagittis nam congue;517;5;null
1586;sed lacus morbi sem mauris laoreet;540;5;null
1587;hac habitasse platea;587;5;null
1588;in porttitor pede;502;5;null
1589;ut erat id mauris;580;5;null
1590;mattis nibh ligula;568;5;null
1591;ipsum dolor sit amet;502;5;null
1592;imperdiet et commodo vulputate;509;5;null
1593;varius integer ac;586;5;null
1594;leo pellentesque ultrices mattis;538;5;null
1595;cras non velit nec;579;5;null
1596;dui nec nisi volutpat;560;5;null
1597;sollicitudin vitae consectetuer eget rutrum;592;5;null
1598;euismod scelerisque quam;547;5;null
1599;ac tellus;512;5;null
1600;dapibus at diam nam;512;5;null
1601;augue vestibulum rutrum rutrum neque aenean;564;5;null
1602;fusce lacus purus aliquet at;507;5;null
1603;posuere nonummy integer non velit;540;5;null
1604;eleifend pede libero quis orci;547;5;null
1605;in hac;592;5;null
1606;porta volutpat quam pede;559;5;null
1607;dui vel nisl duis ac nibh;559;5;null
1608;dolor sit amet consectetuer adipiscing;521;5;null
1609;maecenas ut massa quis augue;528;5;null
1610;quis odio consequat varius;538;5;null
1611;maecenas leo odio;574;5;null
1612;urna ut tellus nulla ut;552;5;null
1613;proin risus praesent lectus vestibulum quam;588;5;null
1614;proin leo odio porttitor;596;5;null
1615;nullam varius;515;5;null
1616;volutpat in congue etiam;553;5;null
1617;in porttitor pede justo eu;553;5;null
1618;ut odio;530;5;null
1619;cras non velit;517;5;null
1620;tempus sit amet;501;5;null
1621;lacinia erat vestibulum sed magna;591;5;null
1622;ut nulla;598;5;null
1623;vel pede morbi porttitor lorem;556;5;null
1624;in sagittis dui vel nisl;582;5;null
1625;donec ut mauris;553;5;null
1626;mi in porttitor pede;542;5;null
1627;amet nunc viverra dapibus nulla;555;5;null
1628;hendrerit at;562;5;null
1629;consequat lectus in est;537;5;null
1630;nunc purus phasellus in felis donec;506;5;null
1631;pede ullamcorper augue a suscipit nulla;590;5;null
1632;in purus;583;5;null
1633;velit eu est congue elementum in;576;5;null
1634;libero convallis;592;5;null
1635;pede libero;564;5;null
1636;ornare consequat;535;5;null
1637;odio donec;566;5;null
1638;ac nibh fusce lacus purus;533;5;null
1639;magnis dis;500;5;null
1640;curabitur convallis duis;597;5;null
1641;ultrices erat tortor sollicitudin mi;561;5;null
1642;aliquam erat volutpat in congue;593;5;null
1643;lectus in est risus;538;5;null
1644;posuere metus vitae ipsum aliquam non;509;5;null
1645;etiam vel augue vestibulum;532;5;null
1646;nibh fusce lacus purus aliquet at;569;5;null
1647;neque aenean auctor;530;5;null
1648;phasellus sit amet;568;5;null
1649;tempus sit amet sem fusce;533;5;null
1650;duis mattis egestas metus aenean fermentum;568;5;null
1651;sapien ut nunc vestibulum ante;519;5;null
1652;hac habitasse platea dictumst;514;5;null
1653;est congue elementum in hac habitasse;521;5;null
1654;phasellus in felis;581;5;null
1655;phasellus id sapien in sapien;507;5;null
1656;sit amet;536;5;null
1657;nulla neque libero convallis eget eleifend;507;5;null
1658;porttitor lorem;563;5;null
1659;consequat morbi a;581;5;null
1660;nibh in lectus pellentesque at nulla;569;5;null
1661;nunc rhoncus dui vel sem;563;5;null
1662;felis sed interdum venenatis;519;5;null
1663;ante vel ipsum praesent blandit lacinia;582;5;null
1664;in tempus sit amet sem fusce;556;5;null
1665;in blandit ultrices enim lorem ipsum;525;5;null
1666;consectetuer adipiscing elit;564;5;null
1667;a nibh in quis justo maecenas;502;5;null
1668;sit amet consectetuer adipiscing elit;501;5;null
1669;nonummy integer non;507;5;null
1670;sed interdum venenatis turpis enim blandit;571;5;null
1671;nunc nisl;504;5;null
1672;sem praesent id massa;552;5;null
1673;vitae quam;561;5;null
1674;lobortis sapien sapien non mi;597;5;null
1675;in faucibus;685;6;null
1676;lorem id ligula;699;6;null
1677;donec ut mauris;665;6;null
1678;faucibus orci luctus et ultrices;641;6;null
1679;integer ac neque duis;665;6;null
1680;blandit non interdum in ante vestibulum;649;6;null
1681;convallis duis consequat;611;6;null
1682;nisl aenean lectus;684;6;null
1683;scelerisque mauris sit amet eros;637;6;null
1684;lobortis convallis tortor risus dapibus;650;6;null
1685;proin eu mi;682;6;null
1686;lorem id ligula;647;6;null
1687;viverra diam;602;6;null
1688;eget eros elementum pellentesque quisque porta;655;6;null
1689;amet cursus id;612;6;null
1690;nascetur ridiculus mus etiam;610;6;null
1691;tortor duis mattis egestas metus;649;6;null
1692;elit sodales;610;6;null
1693;semper porta volutpat quam pede;608;6;null
1694;mauris enim leo rhoncus;646;6;null
1695;vulputate luctus;656;6;null
1696;lacus morbi quis tortor id nulla;606;6;null
1697;ac neque duis bibendum morbi;610;6;null
1698;erat fermentum justo nec condimentum neque;647;6;null
1699;nisi volutpat;650;6;null
1700;massa volutpat;654;6;null
1701;neque libero;656;6;null
1702;posuere nonummy;621;6;null
1703;non sodales sed tincidunt eu;670;6;null
1704;justo in hac habitasse platea;649;6;null
1705;eu magna vulputate luctus cum sociis;636;6;null
1706;maecenas leo odio condimentum id;669;6;null
1707;dolor quis;606;6;null
1708;imperdiet et commodo;608;6;null
1709;ultrices libero non mattis pulvinar nulla;646;6;null
1710;nonummy maecenas tincidunt;672;6;null
1711;donec quis orci;663;6;null
1712;orci luctus et ultrices;620;6;null
1713;volutpat convallis;674;6;null
1714;aliquam lacus morbi quis;657;6;null
1715;quis orci nullam molestie nibh in;620;6;null
1716;turpis elementum ligula vehicula;658;6;null
1717;neque sapien placerat ante nulla justo;654;6;null
1718;nisi volutpat eleifend;645;6;null
1719;odio porttitor id consequat in;635;6;null
1720;ante ipsum primis in faucibus orci;657;6;null
1721;volutpat in congue etiam justo;697;6;null
1722;aliquam non mauris morbi non;664;6;null
1723;eleifend quam a;698;6;null
1724;nulla suspendisse potenti cras in purus;698;6;null
1725;nulla mollis;697;6;null
1726;at diam nam;623;6;null
1727;convallis duis consequat dui nec nisi;610;6;null
1728;pede lobortis ligula sit;637;6;null
1729;venenatis non sodales sed tincidunt eu;611;6;null
1730;sagittis nam congue risus semper porta;664;6;null
1731;lorem vitae mattis nibh ligula;687;6;null
1732;fringilla rhoncus mauris enim leo rhoncus;652;6;null
1733;natoque penatibus et magnis dis parturient;623;6;null
1734;nulla mollis molestie;649;6;null
1735;odio condimentum id;635;6;null
1736;magna vestibulum aliquet ultrices erat tortor;678;6;null
1737;in quam fringilla rhoncus mauris;692;6;null
1738;ultrices erat tortor sollicitudin mi;676;6;null
1739;amet erat nulla;646;6;null
1740;consectetuer adipiscing elit proin risus;618;6;null
1741;eget tincidunt eget tempus;694;6;null
1742;elementum ligula vehicula consequat morbi;616;6;null
1743;at velit vivamus vel nulla eget;670;6;null
1744;suscipit a feugiat et eros;669;6;null
1745;vulputate luctus;684;6;null
1746;ultrices libero non;642;6;null
1747;nulla nisl nunc;625;6;null
1748;in faucibus orci luctus et ultrices;688;6;null
1749;ipsum integer a nibh in;625;6;null
1750;ac neque;608;6;null
1751;scelerisque quam turpis adipiscing;615;6;null
1752;consequat morbi a;655;6;null
1753;elementum ligula;691;6;null
1754;nisi volutpat eleifend;687;6;null
1755;dis parturient montes nascetur ridiculus mus;688;6;null
1756;praesent id massa id;638;6;null
1757;quis libero;675;6;null
1758;dui maecenas;659;6;null
1759;dapibus nulla suscipit;631;6;null
1760;at velit vivamus;631;6;null
1761;quis odio consequat varius integer ac;688;6;null
1762;lectus vestibulum quam sapien;665;6;null
1763;non velit nec nisi vulputate nonummy;660;6;null
1764;in tempor turpis;628;6;null
1765;turpis adipiscing lorem vitae mattis nibh;626;6;null
1766;sed augue;655;6;null
1767;ligula nec sem;675;6;null
1768;ut massa quis augue;664;6;null
1769;vitae mattis nibh;612;6;null
1770;cubilia curae nulla dapibus dolor vel;618;6;null
1771;vivamus vestibulum;666;6;null
1772;gravida sem praesent id massa;687;6;null
1773;dis parturient;625;6;null
1774;fermentum justo;678;6;null
1775;curabitur convallis duis;698;6;null
1776;ut tellus;653;6;null
1777;sit amet;603;6;null
1778;lectus in est risus;698;6;null
1779;vulputate ut ultrices;659;6;null
1780;aliquam non mauris;682;6;null
1781;nibh ligula;644;6;null
1782;amet lobortis sapien sapien;691;6;null
1783;duis faucibus accumsan;663;6;null
1784;rhoncus dui vel sem;681;6;null
1785;vivamus tortor duis;615;6;null
1786;erat vestibulum sed magna at;653;6;null
1787;tellus nisi eu;614;6;null
1788;tellus semper interdum mauris ullamcorper purus;670;6;null
1789;pellentesque viverra pede ac diam;639;6;null
1790;amet turpis elementum ligula;643;6;null
1791;fusce posuere felis sed;691;6;null
1792;dapibus at diam nam tristique;617;6;null
1793;augue quam sollicitudin vitae consectetuer eget;679;6;null
1794;ut tellus nulla ut erat id;685;6;null
1795;auctor sed tristique in tempus;648;6;null
1796;sit amet nulla quisque arcu;613;6;null
1797;enim leo rhoncus sed vestibulum sit;629;6;null
1798;feugiat non pretium;670;6;null
1799;primis in faucibus orci;622;6;null
1800;ipsum ac;691;6;null
1801;augue vestibulum;655;6;null
1802;venenatis turpis enim;666;6;null
1803;dapibus duis at velit eu est;647;6;null
1804;sapien placerat ante nulla justo;608;6;null
1805;cubilia curae;653;6;null
1806;adipiscing lorem vitae mattis nibh;656;6;null
1807;vulputate luctus cum;639;6;null
1808;rhoncus dui vel sem sed;630;6;null
1809;cum sociis natoque penatibus et magnis;658;6;null
1810;cum sociis natoque penatibus;645;6;null
1811;odio consequat varius integer ac leo;698;6;null
1812;id mauris vulputate;619;6;null
1813;fermentum donec ut mauris eget;611;6;null
1814;mus vivamus vestibulum;626;6;null
1815;mattis pulvinar nulla pede ullamcorper;612;6;null
1816;at turpis donec posuere;610;6;null
1817;malesuada in imperdiet et;616;6;null
1818;ultrices libero non mattis pulvinar nulla;687;6;null
1819;lacus morbi;655;6;null
1820;integer ac neque duis bibendum;650;6;null
1821;etiam faucibus cursus urna ut;648;6;null
1822;vitae nisi nam ultrices libero non;608;6;null
1823;in hac habitasse platea dictumst;653;6;null
1824;quam sollicitudin vitae;655;6;null
1825;risus praesent;674;6;null
1826;ultrices phasellus;672;6;null
1827;dolor sit amet consectetuer adipiscing;618;6;null
1828;nulla tellus in sagittis dui vel;636;6;null
1829;nullam orci;641;6;null
1830;erat id mauris vulputate elementum;693;6;null
1831;ligula nec sem duis aliquam;684;6;null
1832;orci luctus;618;6;null
1833;ultrices enim lorem ipsum;660;6;null
1834;eleifend quam a odio in hac;638;6;null
1835;sit amet diam;621;6;null
1836;rhoncus aliquet pulvinar sed nisl;608;6;null
1837;elit proin interdum;652;6;null
1838;nulla sed accumsan felis;627;6;null
1839;nulla eget eros elementum pellentesque quisque;679;6;null
1840;mattis pulvinar nulla pede;635;6;null
1841;pellentesque volutpat dui;631;6;null
1842;ac est lacinia nisi venenatis;672;6;null
1843;odio justo sollicitudin;664;6;null
1844;maecenas tincidunt lacus at;659;6;null
1845;facilisi cras non;668;6;null
1846;rhoncus aliquam;610;6;null
1847;in hac habitasse platea dictumst;675;6;null
1848;massa volutpat convallis morbi odio odio;669;6;null
1849;tempus vel pede morbi porttitor;678;6;null
1850;pulvinar lobortis est phasellus sit amet;622;6;null
1851;maecenas ut massa quis augue;693;6;null
1852;mattis egestas metus aenean fermentum;635;6;null
1853;nascetur ridiculus mus etiam vel augue;628;6;null
1854;duis bibendum felis sed interdum;634;6;null
1855;odio justo sollicitudin ut;624;6;null
1856;tortor risus dapibus augue vel;649;6;null
1857;sagittis sapien cum sociis natoque penatibus;680;6;null
1858;sapien cum sociis natoque penatibus et;679;6;null
1859;id nulla ultrices;634;6;null
1860;erat curabitur gravida nisi;614;6;null
1861;ligula suspendisse ornare consequat lectus in;635;6;null
1862;suspendisse potenti cras;660;6;null
1863;elit proin;679;6;null
1864;donec dapibus duis at velit eu;613;6;null
1865;non mauris;644;6;null
1866;et ultrices posuere cubilia curae nulla;621;6;null
1867;posuere cubilia curae duis;661;6;null
1868;orci luctus et ultrices posuere cubilia;664;6;null
1869;velit id;679;6;null
1870;vel nisl duis;664;6;null
1871;tortor duis mattis egestas;652;6;null
1872;blandit mi in porttitor pede justo;610;6;null
1873;tortor eu pede;657;6;null
1874;quisque arcu libero;696;6;null
1875;dignissim vestibulum vestibulum;603;6;null
1876;nec dui luctus rutrum nulla;680;6;null
1877;porta volutpat quam pede lobortis;661;6;null
1878;viverra dapibus nulla;606;6;null
1879;sed nisl nunc rhoncus dui;683;6;null
1880;nisl duis ac;665;6;null
1881;luctus cum sociis natoque;660;6;null
1882;pretium nisl ut volutpat sapien;693;6;null
1883;libero quis orci nullam molestie;633;6;null
1884;adipiscing molestie hendrerit;653;6;null
1885;eu pede;694;6;null
1886;curae mauris;632;6;null
1887;mauris non ligula pellentesque;635;6;null
1888;sed nisl nunc;698;6;null
1889;enim leo rhoncus sed vestibulum;644;6;null
1890;est quam pharetra magna ac;669;6;null
1891;dui nec nisi volutpat;635;6;null
1892;sapien ut;656;6;null
1893;dolor sit;676;6;null
1894;vestibulum quam sapien varius ut;647;6;null
1895;arcu adipiscing;650;6;null
1896;sit amet;633;6;null
1897;parturient montes nascetur ridiculus mus;634;6;null
1898;risus semper porta volutpat quam pede;604;6;null
1899;lacus curabitur;667;6;null
1900;nibh in quis justo;625;6;null
1901;volutpat convallis morbi odio;687;6;null
1902;eleifend luctus ultricies eu nibh quisque;609;6;null
1903;justo aliquam;620;6;null
1904;sit amet;624;6;null
1905;vestibulum ante ipsum primis in faucibus;602;6;null
1906;eu felis fusce;678;6;null
1907;in hac;605;6;null
1908;sed lacus morbi sem mauris laoreet;650;6;null
1909;pellentesque viverra pede ac diam;654;6;null
1910;mattis odio donec vitae;600;6;null
1911;blandit lacinia erat vestibulum sed magna;661;6;null
1912;suscipit a;659;6;null
1913;id ornare imperdiet;638;6;null
1914;in faucibus orci;693;6;null
1915;pellentesque volutpat dui maecenas tristique;686;6;null
1916;felis ut at dolor quis odio;614;6;null
1917;dictumst etiam faucibus cursus;696;6;null
1918;velit id pretium iaculis diam erat;661;6;null
1919;justo etiam pretium iaculis justo in;678;6;null
1920;pede venenatis non;632;6;null
1921;fusce lacus purus;660;6;null
1922;magna vestibulum aliquet ultrices erat tortor;636;6;null
1923;congue risus semper;604;6;null
1924;porta volutpat quam pede lobortis;675;6;null
1925;sed ante;646;6;null
1926;et ultrices;627;6;null
1927;sit amet;699;6;null
1928;nunc commodo placerat praesent blandit nam;695;6;null
1929;luctus et ultrices posuere cubilia curae;653;6;null
1930;scelerisque quam turpis adipiscing lorem vitae;662;6;null
1931;luctus tincidunt;650;6;null
1932;tellus nisi eu orci mauris;641;6;null
1933;vel nulla eget eros;656;6;null
1934;auctor gravida sem praesent id massa;650;6;null
1935;duis faucibus;658;6;null
1936;libero quis orci;629;6;null
1937;vel ipsum praesent blandit;621;6;null
1938;massa volutpat convallis morbi odio odio;609;6;null
1939;lectus vestibulum quam;666;6;null
1940;pulvinar nulla pede ullamcorper augue;649;6;null
1941;nisl nunc;642;6;null
1942;orci eget orci vehicula condimentum curabitur;642;6;null
1943;congue risus;679;6;null
1944;turpis elementum;605;6;null
1945;lacus morbi sem mauris laoreet;697;6;null
1946;pharetra magna;640;6;null
1947;phasellus in felis donec;659;6;null
1948;sapien cursus;608;6;null
1949;sed tristique;650;6;null
1950;sollicitudin vitae consectetuer eget;632;6;null
1951;ac diam cras;617;6;null
1952;sed ante vivamus tortor duis mattis;656;6;null
1953;cursus id turpis integer aliquet massa;613;6;null
1954;sodales sed tincidunt eu felis fusce;663;6;null
1955;quam a;613;6;null
1956;amet nulla quisque;673;6;null
1957;nulla nunc purus phasellus;610;6;null
1958;lectus in est risus;612;6;null
1959;faucibus orci luctus;695;6;null
1960;orci nullam molestie;688;6;null
1961;lacus purus aliquet;641;6;null
1962;in hac;672;6;null
1963;in sapien iaculis;657;6;null
1964;rutrum nulla tellus;657;6;null
1965;id justo sit amet;615;6;null
1966;sed justo pellentesque viverra pede;667;6;null
1967;nulla tempus vivamus in;683;6;null
1968;vestibulum sed;663;6;null
1969;et eros vestibulum ac;613;6;null
1970;quis libero nullam sit;695;6;null
1971;nulla nisl nunc nisl duis;660;6;null
1972;nibh in hac habitasse platea;619;6;null
1973;consequat in consequat ut nulla sed;616;6;null
1974;vestibulum sed magna;660;6;null
1975;non velit nec nisi vulputate nonummy;674;6;null
1976;amet diam in;600;6;null
1977;phasellus id sapien;694;6;null
1978;a odio;627;6;null
1979;purus phasellus in;683;6;null
1980;erat curabitur gravida nisi;684;6;null
1981;praesent lectus vestibulum;691;6;null
1982;habitasse platea dictumst;631;6;null
1983;aliquam sit;647;6;null
1984;sed tincidunt eu felis fusce;694;6;null
1985;non interdum in ante vestibulum ante;639;6;null
1986;at nunc commodo placerat praesent;676;6;null
1987;ante vel ipsum praesent blandit lacinia;651;6;null
1988;fringilla rhoncus mauris enim leo;696;6;null
1989;vel augue;688;6;null
1990;amet lobortis;670;6;null
1991;elementum ligula;667;6;null
1992;orci mauris lacinia;677;6;null
1993;dictumst etiam faucibus;622;6;null
1994;laoreet ut rhoncus aliquet pulvinar;690;6;null
1995;aliquam non mauris morbi;632;6;null
1996;a odio in hac habitasse;638;6;null
1997;nisi nam ultrices libero non mattis;644;6;null
1998;nonummy maecenas tincidunt lacus at;687;6;null
1999;elit proin interdum mauris non ligula;641;6;null
2000;tellus in;604;6;null
2001;nonummy integer non velit donec;633;6;null
2002;ante nulla;635;6;null
2003;sit amet eleifend pede;627;6;null
2004;morbi sem mauris laoreet ut;658;6;null
2005;rutrum nulla nunc purus;632;6;null
2006;nunc purus phasellus;624;6;null
2007;dui vel nisl duis ac;606;6;null
2008;sapien urna pretium nisl ut;688;6;null
2009;ut nulla;631;6;null
2010;ligula in;736;7;null
2011;ut erat;758;7;null
2012;ultrices aliquet maecenas leo;795;7;null
2013;morbi quis tortor;775;7;null
2014;montes nascetur;721;7;null
2015;id ornare imperdiet;751;7;null
2016;at nulla;708;7;null
2017;nulla neque;792;7;null
2018;aliquet maecenas leo odio;766;7;null
2019;velit nec nisi vulputate nonummy maecenas;745;7;null
2020;venenatis tristique fusce;711;7;null
2021;molestie hendrerit at vulputate vitae nisl;734;7;null
2022;ipsum ac;783;7;null
2023;morbi vestibulum;752;7;null
2024;augue vel accumsan tellus;758;7;null
2025;suscipit a feugiat et;772;7;null
2026;nulla dapibus dolor vel;796;7;null
2027;eu interdum eu tincidunt;780;7;null
2028;ante ipsum primis in;780;7;null
2029;aliquam sit;761;7;null
2030;nec sem;715;7;null
2031;nec condimentum neque;702;7;null
2032;malesuada in imperdiet et commodo;716;7;null
2033;interdum venenatis turpis;735;7;null
2034;libero non mattis pulvinar nulla;724;7;null
2035;aliquet ultrices;721;7;null
2036;quam sollicitudin vitae consectetuer eget;766;7;null
2037;suscipit ligula in lacus curabitur;731;7;null
2038;eu pede;742;7;null
2039;consequat in consequat ut nulla sed;758;7;null
2040;semper interdum mauris ullamcorper purus sit;768;7;null
2041;non velit donec;709;7;null
2042;tempus semper;735;7;null
2043;maecenas tristique est;729;7;null
2044;donec diam neque vestibulum;757;7;null
2045;quisque id justo sit;758;7;null
2046;nec nisi volutpat;715;7;null
2047;integer tincidunt ante;755;7;null
2048;in hac habitasse platea dictumst morbi;704;7;null
2049;duis aliquam convallis;768;7;null
2050;odio consequat varius integer ac;748;7;null
2051;dolor quis odio consequat varius integer;764;7;null
2052;curabitur in libero ut massa volutpat;757;7;null
2053;erat quisque erat eros viverra eget;702;7;null
2054;metus sapien;710;7;null
2055;rhoncus aliquet pulvinar sed nisl nunc;702;7;null
2056;mi in;739;7;null
2057;blandit non interdum in ante vestibulum;731;7;null
2058;sed justo pellentesque viverra pede;754;7;null
2059;vivamus metus arcu adipiscing molestie hendrerit;715;7;null
2060;molestie nibh in lectus pellentesque at;787;7;null
