id;title;memo;start;end;type_id;deal_id;contact_id;app_account_id;agent_id;done
338;semper rutrum nulla nunc;nibh in quis;2018-01-03T00:00:00;2018-01-09T00:00:00;2;831;869;8;84;FALSE
339;ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae;id luctus nec molestie;2018-01-01T00:00:00;2018-01-10T00:00:00;5;604;666;6;61;FALSE
340;pulvinar nulla pede ullamcorper augue a suscipit nulla elit;cubilia curae;2018-01-01T00:00:00;2018-01-09T00:00:00;4;372;379;3;31;FALSE
341;tristique fusce congue diam id ornare imperdiet sapien;potenti nullam porttitor lacus at;2018-01-03T00:00:00;2018-01-07T00:00:00;4;167;151;1;14;FALSE
342;tempus vel pede morbi porttitor;elementum eu interdum eu tincidunt;2018-01-02T00:00:00;2018-01-09T00:00:00;4;610;625;6;63;FALSE
343;lorem ipsum dolor sit amet;justo in blandit ultrices enim;2018-01-03T00:00:00;2018-01-11T00:00:00;5;773;713;7;71;FALSE
344;odio elementum eu interdum eu tincidunt;non sodales sed tincidunt eu felis;2018-01-04T00:00:00;2018-01-10T00:00:00;5;730;715;7;74;FALSE
345;adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget;maecenas leo odio condimentum;2018-01-04T00:00:00;2018-01-09T00:00:00;2;746;773;7;74;FALSE
346;quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit;dapibus augue vel accumsan tellus;2018-01-01T00:00:00;2018-01-07T00:00:00;5;573;543;5;54;FALSE
347;accumsan felis ut at dolor quis odio consequat varius integer ac leo;eu interdum eu tincidunt;2018-01-02T00:00:00;2018-01-06T00:00:00;4;600;602;6;64;FALSE
348;sit amet nulla quisque arcu libero rutrum ac lobortis;sociis natoque penatibus et magnis;2018-01-03T00:00:00;2018-01-08T00:00:00;5;840;848;8;81;FALSE
349;etiam vel augue vestibulum rutrum rutrum neque aenean;ipsum integer;2018-01-01T00:00:00;2018-01-08T00:00:00;4;345;349;3;33;FALSE
350;venenatis lacinia aenean sit amet justo morbi ut;suspendisse accumsan tortor;2018-01-04T00:00:00;2018-01-09T00:00:00;5;254;268;2;22;FALSE
351;nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam;amet sapien;2018-01-02T00:00:00;2018-01-09T00:00:00;5;260;212;2;21;TRUE
352;bibendum morbi non quam nec dui luctus rutrum;augue quam sollicitudin;2018-01-02T00:00:00;2018-01-10T00:00:00;5;569;569;5;50;TRUE
353;consequat in consequat ut nulla sed accumsan felis;id massa id;2018-01-02T00:00:00;2018-01-11T00:00:00;3;261;279;2;24;TRUE
354;vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in;quisque erat eros viverra eget congue;2018-01-01T00:00:00;2018-01-08T00:00:00;5;460;497;4;41;TRUE
355;vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae;in lacus curabitur at ipsum ac;2018-01-04T00:00:00;2018-01-11T00:00:00;3;584;569;5;54;TRUE
356;volutpat erat quisque erat eros viverra eget congue eget semper rutrum;vestibulum sed;2018-01-01T00:00:00;2018-01-11T00:00:00;1;576;577;5;54;TRUE
357;accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis;cubilia curae mauris viverra diam vitae;2018-01-02T00:00:00;2018-01-07T00:00:00;2;527;524;5;50;TRUE
358;augue quam sollicitudin vitae consectetuer eget rutrum at;eget orci vehicula;2018-01-02T00:00:00;2018-01-07T00:00:00;4;208;291;2;24;TRUE
359;aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in;lacinia aenean sit;2018-01-02T00:00:00;2018-01-06T00:00:00;3;835;827;8;81;TRUE
360;curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel;nibh in hac habitasse platea dictumst;2018-01-04T00:00:00;2018-01-08T00:00:00;5;390;395;3;34;TRUE
361;duis consequat dui nec nisi;leo odio condimentum id luctus nec;2018-01-02T00:00:00;2018-01-06T00:00:00;5;468;407;4;42;TRUE
362;neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia;sapien dignissim vestibulum vestibulum;2018-01-01T00:00:00;2018-01-06T00:00:00;3;157;147;1;13;TRUE
363;lacus at turpis donec posuere metus vitae ipsum;lacinia eget tincidunt;2018-01-01T00:00:00;2018-01-09T00:00:00;5;762;793;7;74;TRUE
364;nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in;erat tortor sollicitudin mi sit;2018-01-01T00:00:00;2018-01-10T00:00:00;5;488;444;4;44;TRUE
365;nascetur ridiculus mus etiam vel augue vestibulum rutrum;ultrices erat tortor sollicitudin mi sit;2018-01-03T00:00:00;2018-01-08T00:00:00;5;296;203;2;23;TRUE
366;sit amet consectetuer adipiscing elit proin interdum mauris;nec molestie;2018-01-02T00:00:00;2018-01-10T00:00:00;3;922;958;9;93;TRUE
367;libero ut massa volutpat;ullamcorper augue a suscipit nulla elit;2018-01-04T00:00:00;2018-01-07T00:00:00;3;892;898;8;80;TRUE
368;vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien;est risus auctor sed tristique;2018-01-03T00:00:00;2018-01-07T00:00:00;5;741;716;7;74;TRUE
369;natoque penatibus et magnis dis parturient;amet sem fusce consequat nulla;2018-01-03T00:00:00;2018-01-06T00:00:00;5;141;103;1;10;TRUE
370;est phasellus sit amet;dui proin leo;2018-01-01T00:00:00;2018-01-07T00:00:00;5;707;788;7;70;TRUE
371;sapien cursus vestibulum proin;platea dictumst aliquam;2018-01-02T00:00:00;2018-01-07T00:00:00;5;832;893;8;83;TRUE
372;arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc;dapibus nulla suscipit;2018-01-01T00:00:00;2018-01-08T00:00:00;2;677;607;6;60;TRUE
373;at dolor quis odio consequat varius integer ac;in eleifend quam;2018-01-02T00:00:00;2018-01-07T00:00:00;5;342;337;3;30;TRUE
374;purus phasellus in felis donec semper sapien;praesent lectus vestibulum quam sapien varius;2018-01-01T00:00:00;2018-01-08T00:00:00;4;308;346;3;30;TRUE
375;sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere;sed lacus morbi sem;2018-01-03T00:00:00;2018-01-06T00:00:00;3;584;534;5;50;TRUE
376;mattis pulvinar nulla pede ullamcorper augue a;et ultrices posuere;2018-01-02T00:00:00;2018-01-08T00:00:00;4;780;790;7;71;TRUE
377;sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at;pede libero;2018-01-03T00:00:00;2018-01-09T00:00:00;5;600;614;6;63;TRUE
378;vestibulum quam sapien varius ut blandit non interdum in;morbi a ipsum integer a;2018-01-03T00:00:00;2018-01-08T00:00:00;4;732;759;7;74;TRUE
379;ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel;ultrices posuere cubilia curae donec pharetra;2018-01-03T00:00:00;2018-01-11T00:00:00;5;865;826;8;83;TRUE
380;ridiculus mus etiam vel augue vestibulum rutrum rutrum;vestibulum vestibulum ante;2018-01-02T00:00:00;2018-01-07T00:00:00;5;123;127;1;10;TRUE
381;lacus purus aliquet at feugiat non pretium;nisl nunc rhoncus;2018-01-02T00:00:00;2018-01-11T00:00:00;4;349;364;3;30;TRUE
382;velit eu est congue elementum in;nibh ligula nec sem duis aliquam;2018-01-02T00:00:00;2018-01-11T00:00:00;5;885;826;8;83;TRUE
383;massa id nisl venenatis lacinia aenean sit amet;id consequat in consequat;2018-01-04T00:00:00;2018-01-09T00:00:00;5;973;910;9;90;TRUE
384;metus arcu adipiscing molestie hendrerit;id luctus nec molestie sed justo;2018-01-01T00:00:00;2018-01-11T00:00:00;3;439;459;4;40;TRUE
385;ac lobortis vel dapibus at;dolor vel est donec odio;2018-01-03T00:00:00;2018-01-07T00:00:00;5;711;785;7;73;TRUE
386;quam turpis adipiscing lorem vitae mattis;tincidunt in leo maecenas;2018-01-01T00:00:00;2018-01-09T00:00:00;3;959;966;9;94;TRUE
387;ac nibh fusce lacus purus aliquet at feugiat non pretium quis;nunc purus phasellus in felis;2018-01-04T00:00:00;2018-01-08T00:00:00;4;374;389;3;31;TRUE
388;ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar;sem mauris laoreet;2018-01-03T00:00:00;2018-01-07T00:00:00;5;412;439;4;43;TRUE
389;pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus;in magna bibendum imperdiet;2018-01-03T00:00:00;2018-01-06T00:00:00;5;289;289;2;24;TRUE
390;blandit lacinia erat vestibulum;non pretium quis;2018-01-04T00:00:00;2018-01-08T00:00:00;4;204;232;2;22;TRUE
391;non ligula pellentesque ultrices phasellus id;eu sapien cursus vestibulum proin;2018-01-01T00:00:00;2018-01-08T00:00:00;5;296;206;2;21;TRUE
392;id mauris vulputate elementum nullam varius nulla;potenti nullam porttitor lacus;2018-01-02T00:00:00;2018-01-11T00:00:00;4;378;375;3;31;TRUE
393;suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis;habitasse platea dictumst;2018-01-03T00:00:00;2018-01-07T00:00:00;5;589;579;5;52;TRUE
394;lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit;sit amet cursus id turpis;2018-01-04T00:00:00;2018-01-06T00:00:00;5;999;955;9;90;TRUE
395;mauris sit amet eros suspendisse accumsan;erat quisque erat;2018-01-01T00:00:00;2018-01-11T00:00:00;3;604;656;6;61;TRUE
396;at ipsum ac tellus semper;scelerisque mauris sit amet;2018-01-03T00:00:00;2018-01-07T00:00:00;2;949;943;9;92;TRUE
397;et magnis dis parturient montes nascetur ridiculus mus vivamus;libero nullam sit amet;2018-01-04T00:00:00;2018-01-06T00:00:00;5;114;114;1;10;TRUE
398;erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget;morbi sem mauris;2018-01-02T00:00:00;2018-01-08T00:00:00;5;883;894;8;84;TRUE
399;ullamcorper purus sit amet nulla quisque arcu libero rutrum ac;consectetuer eget rutrum;2018-01-04T00:00:00;2018-01-10T00:00:00;5;395;381;3;34;TRUE
400;nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at;pharetra magna vestibulum;2018-01-03T00:00:00;2018-01-07T00:00:00;5;150;196;1;11;TRUE
401;iaculis diam erat fermentum justo;vitae nisi nam;2018-01-04T00:00:00;2018-01-09T00:00:00;5;702;734;7;70;TRUE
402;potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et;morbi non lectus aliquam sit amet;2018-01-04T00:00:00;2018-01-08T00:00:00;5;559;573;5;50;TRUE
403;luctus nec molestie sed;et ultrices posuere cubilia curae donec;2018-01-01T00:00:00;2018-01-06T00:00:00;5;861;809;8;81;TRUE
404;tincidunt eget tempus vel pede morbi porttitor lorem;nunc rhoncus dui vel sem sed;2018-01-04T00:00:00;2018-01-10T00:00:00;3;647;663;6;60;TRUE
405;eget tempus vel pede morbi porttitor lorem id ligula;morbi quis;2018-01-01T00:00:00;2018-01-06T00:00:00;5;563;557;5;52;TRUE
406;nunc donec quis orci eget orci;in lacus curabitur at ipsum ac;2018-01-04T00:00:00;2018-01-11T00:00:00;4;843;879;8;84;FALSE
407;nam dui proin leo odio porttitor id consequat in consequat ut nulla sed;amet justo morbi ut odio cras;2018-01-01T00:00:00;2018-01-11T00:00:00;5;533;574;5;52;FALSE
408;dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis;sit amet;2018-01-04T00:00:00;2018-01-10T00:00:00;5;605;672;6;63;FALSE
409;neque sapien placerat ante nulla justo aliquam quis turpis eget;nonummy integer non;2018-01-01T00:00:00;2018-01-10T00:00:00;4;270;275;2;23;FALSE
410;morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed;in est risus;2018-01-03T00:00:00;2018-01-06T00:00:00;4;619;691;6;64;FALSE
411;vel ipsum praesent blandit lacinia erat vestibulum sed;in hac habitasse platea;2018-01-01T00:00:00;2018-01-09T00:00:00;1;703;723;7;72;FALSE
412;vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam;faucibus orci luctus et ultrices;2018-01-04T00:00:00;2018-01-11T00:00:00;4;533;542;5;54;FALSE
413;interdum in ante vestibulum ante ipsum primis in faucibus orci luctus;eu magna;2018-01-04T00:00:00;2018-01-07T00:00:00;3;186;190;1;12;FALSE
414;pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor;convallis nunc proin at turpis a;2018-01-03T00:00:00;2018-01-07T00:00:00;1;277;297;2;22;FALSE
415;nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus;in faucibus orci luctus et ultrices;2018-01-03T00:00:00;2018-01-06T00:00:00;5;736;768;7;71;FALSE
416;justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget;amet cursus id;2018-01-03T00:00:00;2018-01-06T00:00:00;5;405;429;4;44;FALSE
417;eu massa donec dapibus duis at velit eu est;tempus vel pede morbi porttitor;2018-01-01T00:00:00;2018-01-10T00:00:00;5;610;665;6;62;FALSE
418;fusce congue diam id ornare imperdiet sapien urna pretium;dolor quis odio consequat;2018-01-03T00:00:00;2018-01-07T00:00:00;5;226;234;2;24;FALSE
419;et ultrices posuere cubilia curae;feugiat et;2018-01-01T00:00:00;2018-01-08T00:00:00;4;617;637;6;64;FALSE
420;sed tincidunt eu felis fusce posuere felis sed lacus morbi;libero ut massa volutpat convallis;2018-01-01T00:00:00;2018-01-08T00:00:00;5;417;450;4;44;FALSE
421;quisque id justo sit amet sapien dignissim;neque vestibulum eget vulputate ut ultrices;2018-01-03T00:00:00;2018-01-09T00:00:00;1;911;924;9;90;FALSE
422;mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor;magna bibendum imperdiet nullam orci pede;2018-01-03T00:00:00;2018-01-10T00:00:00;5;373;343;3;32;FALSE
423;diam id ornare imperdiet;orci eget;2018-01-02T00:00:00;2018-01-06T00:00:00;5;557;571;5;54;FALSE
424;sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar;risus dapibus;2018-01-01T00:00:00;2018-01-09T00:00:00;5;841;864;8;81;FALSE
425;posuere metus vitae ipsum;elit ac nulla sed;2018-01-01T00:00:00;2018-01-11T00:00:00;5;284;227;2;20;FALSE
426;eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio;integer pede justo lacinia eget;2018-01-03T00:00:00;2018-01-10T00:00:00;3;437;419;4;40;FALSE
427;vitae nisl aenean lectus pellentesque eget nunc donec quis;vel sem sed sagittis nam;2018-01-01T00:00:00;2018-01-08T00:00:00;5;776;715;7;72;FALSE
428;ultricies eu nibh quisque;massa volutpat convallis;2018-01-03T00:00:00;2018-01-10T00:00:00;4;399;391;3;34;FALSE
429;blandit non interdum in ante;donec posuere metus;2018-01-02T00:00:00;2018-01-08T00:00:00;5;863;898;8;81;FALSE
430;nisl duis bibendum felis;ante vel ipsum praesent blandit lacinia;2018-01-04T00:00:00;2018-01-11T00:00:00;2;685;658;6;60;FALSE
431;at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae;vitae ipsum aliquam;2018-01-01T00:00:00;2018-01-07T00:00:00;4;287;295;2;24;FALSE
432;malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit;phasellus id;2018-01-03T00:00:00;2018-01-07T00:00:00;5;464;449;4;44;FALSE
433;ut nulla sed accumsan felis ut at dolor;varius nulla facilisi cras non velit;2018-01-02T00:00:00;2018-01-08T00:00:00;5;202;251;2;20;FALSE
434;at turpis donec posuere metus;sapien placerat ante nulla justo;2018-01-01T00:00:00;2018-01-07T00:00:00;5;541;580;5;50;FALSE
435;non mauris morbi non lectus;vitae consectetuer eget rutrum at lorem;2018-01-04T00:00:00;2018-01-10T00:00:00;3;278;227;2;23;FALSE
436;nulla suspendisse potenti cras in;interdum mauris ullamcorper purus;2018-01-04T00:00:00;2018-01-07T00:00:00;5;198;144;1;14;FALSE
437;sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a;enim leo rhoncus;2018-01-01T00:00:00;2018-01-11T00:00:00;5;533;539;5;50;FALSE
438;justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate;praesent blandit lacinia;2018-01-03T00:00:00;2018-01-11T00:00:00;4;265;273;2;24;FALSE
439;et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet;in blandit ultrices enim lorem;2018-01-04T00:00:00;2018-01-09T00:00:00;4;959;919;9;92;FALSE
440;nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget;odio justo sollicitudin ut suscipit;2018-01-04T00:00:00;2018-01-10T00:00:00;5;943;964;9;94;FALSE
441;rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus;donec odio;2018-01-02T00:00:00;2018-01-10T00:00:00;5;575;572;5;52;FALSE
442;dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo;pede ullamcorper augue a suscipit nulla;2018-01-03T00:00:00;2018-01-09T00:00:00;4;254;286;2;21;FALSE
443;ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus;congue eget semper rutrum nulla nunc;2018-01-01T00:00:00;2018-01-08T00:00:00;5;113;112;1;13;FALSE
444;sapien iaculis congue vivamus;tincidunt nulla mollis;2018-01-04T00:00:00;2018-01-09T00:00:00;3;419;446;4;44;FALSE
445;eget nunc donec quis orci eget;orci luctus et ultrices;2018-01-02T00:00:00;2018-01-10T00:00:00;5;981;925;9;94;FALSE
446;cum sociis natoque penatibus et magnis dis parturient montes;lectus suspendisse potenti in;2018-01-04T00:00:00;2018-01-08T00:00:00;5;268;281;2;21;FALSE
447;diam erat fermentum justo nec condimentum neque sapien placerat ante nulla;eget tempus vel pede morbi porttitor;2018-01-04T00:00:00;2018-01-09T00:00:00;1;785;757;7;71;FALSE
448;sit amet cursus id turpis integer aliquet;cras non;2018-01-04T00:00:00;2018-01-07T00:00:00;2;280;223;2;24;FALSE
449;non pretium quis lectus;lorem ipsum dolor;2018-01-03T00:00:00;2018-01-08T00:00:00;4;822;813;8;81;FALSE
450;morbi a ipsum integer a nibh in quis;lectus in quam fringilla;2018-01-01T00:00:00;2018-01-09T00:00:00;5;864;892;8;80;FALSE
451;platea dictumst etiam faucibus cursus urna ut tellus;faucibus accumsan odio curabitur;2018-01-03T00:00:00;2018-01-09T00:00:00;4;797;743;7;71;TRUE
452;vitae nisl aenean lectus pellentesque eget;sapien placerat ante nulla justo;2018-01-04T00:00:00;2018-01-11T00:00:00;5;309;365;3;33;TRUE
453;libero non mattis pulvinar nulla;iaculis congue;2018-01-01T00:00:00;2018-01-09T00:00:00;3;836;856;8;83;TRUE
454;aliquet massa id lobortis;nullam molestie nibh in lectus;2018-01-01T00:00:00;2018-01-11T00:00:00;5;561;536;5;51;TRUE
455;purus aliquet at feugiat non pretium;pretium iaculis diam;2018-01-02T00:00:00;2018-01-10T00:00:00;5;483;421;4;42;TRUE
456;etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius;luctus et ultrices posuere cubilia curae;2018-01-02T00:00:00;2018-01-07T00:00:00;5;432;403;4;40;TRUE
457;a libero nam dui proin leo odio porttitor id;amet consectetuer adipiscing;2018-01-03T00:00:00;2018-01-11T00:00:00;2;444;462;4;40;TRUE
458;ipsum primis in faucibus orci luctus et ultrices;enim lorem;2018-01-03T00:00:00;2018-01-06T00:00:00;4;657;631;6;61;TRUE
459;turpis adipiscing lorem vitae;primis in faucibus orci luctus;2018-01-03T00:00:00;2018-01-10T00:00:00;5;998;927;9;91;TRUE
460;elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat;proin leo odio;2018-01-04T00:00:00;2018-01-09T00:00:00;4;118;145;1;14;TRUE
461;ut suscipit a feugiat et eros vestibulum ac est lacinia;interdum eu;2018-01-01T00:00:00;2018-01-08T00:00:00;5;254;273;2;23;TRUE
462;aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean;aliquet pulvinar sed nisl nunc;2018-01-03T00:00:00;2018-01-08T00:00:00;4;345;335;3;32;TRUE
463;nulla dapibus dolor vel est donec odio justo sollicitudin ut;morbi porttitor lorem id ligula suspendisse;2018-01-04T00:00:00;2018-01-10T00:00:00;3;896;886;8;83;TRUE
464;congue etiam justo etiam pretium iaculis justo;quam sollicitudin vitae consectetuer;2018-01-01T00:00:00;2018-01-10T00:00:00;5;662;687;6;61;TRUE
465;morbi non quam nec dui luctus rutrum;sed interdum venenatis turpis enim;2018-01-01T00:00:00;2018-01-11T00:00:00;5;281;219;2;24;TRUE
466;congue vivamus metus arcu adipiscing molestie hendrerit;nunc commodo placerat praesent blandit nam;2018-01-04T00:00:00;2018-01-08T00:00:00;5;258;225;2;23;TRUE
467;viverra eget congue eget semper rutrum nulla nunc purus phasellus in;ante vestibulum ante;2018-01-03T00:00:00;2018-01-07T00:00:00;5;794;785;7;74;TRUE
468;metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna;sed lacus morbi sem;2018-01-02T00:00:00;2018-01-06T00:00:00;5;998;979;9;94;TRUE
469;nisl nunc nisl duis bibendum felis sed interdum venenatis turpis;ligula in lacus;2018-01-01T00:00:00;2018-01-08T00:00:00;3;451;492;4;40;TRUE
470;mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse;aliquet pulvinar sed;2018-01-01T00:00:00;2018-01-10T00:00:00;2;756;705;7;72;TRUE
471;et tempus semper est quam pharetra magna ac consequat metus sapien ut;ipsum primis;2018-01-03T00:00:00;2018-01-09T00:00:00;4;711;731;7;71;TRUE
472;sed accumsan felis ut at dolor;risus praesent lectus vestibulum quam;2018-01-02T00:00:00;2018-01-10T00:00:00;4;670;664;6;63;TRUE
473;in sapien iaculis congue vivamus metus arcu;nulla eget eros;2018-01-04T00:00:00;2018-01-06T00:00:00;5;231;299;2;21;TRUE
474;quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam;sollicitudin ut suscipit a;2018-01-01T00:00:00;2018-01-11T00:00:00;5;543;588;5;51;TRUE
475;nullam sit amet turpis elementum ligula vehicula;convallis duis consequat;2018-01-04T00:00:00;2018-01-11T00:00:00;5;549;586;5;50;TRUE
476;primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan;neque libero convallis eget;2018-01-03T00:00:00;2018-01-07T00:00:00;3;211;211;2;21;TRUE
477;habitasse platea dictumst morbi vestibulum velit;vel augue vestibulum;2018-01-01T00:00:00;2018-01-10T00:00:00;4;215;271;2;21;TRUE
478;id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat;sed augue aliquam erat;2018-01-04T00:00:00;2018-01-07T00:00:00;5;955;999;9;92;TRUE
479;nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet;vel dapibus at;2018-01-03T00:00:00;2018-01-10T00:00:00;5;713;768;7;72;TRUE
480;dictumst maecenas ut massa quis augue luctus tincidunt nulla;blandit mi in porttitor pede;2018-01-01T00:00:00;2018-01-09T00:00:00;5;513;537;5;54;TRUE
481;sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit;nisl duis;2018-01-04T00:00:00;2018-01-08T00:00:00;3;131;184;1;10;TRUE
482;sem praesent id massa id;vivamus in felis;2018-01-03T00:00:00;2018-01-09T00:00:00;4;252;291;2;22;TRUE
483;consequat in consequat ut nulla sed accumsan felis ut at dolor quis;in hac habitasse platea dictumst aliquam;2018-01-04T00:00:00;2018-01-10T00:00:00;5;786;733;7;74;TRUE
484;nulla tellus in sagittis dui vel nisl duis ac nibh;faucibus accumsan odio;2018-01-03T00:00:00;2018-01-07T00:00:00;4;994;974;9;91;TRUE
485;odio porttitor id consequat in consequat ut nulla sed accumsan;ante ipsum primis in faucibus;2018-01-02T00:00:00;2018-01-10T00:00:00;3;749;757;7;70;TRUE
486;et eros vestibulum ac est lacinia;vestibulum sit amet cursus id turpis;2018-01-04T00:00:00;2018-01-09T00:00:00;2;449;472;4;40;TRUE
487;vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit;ultrices libero;2018-01-01T00:00:00;2018-01-07T00:00:00;3;261;294;2;20;TRUE
488;orci mauris lacinia sapien quis libero nullam;morbi a;2018-01-03T00:00:00;2018-01-07T00:00:00;3;641;663;6;62;TRUE
489;nibh quisque id justo sit amet sapien dignissim;rhoncus mauris enim leo;2018-01-02T00:00:00;2018-01-10T00:00:00;3;345;356;3;34;TRUE
490;lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in;morbi vestibulum velit id;2018-01-04T00:00:00;2018-01-06T00:00:00;5;540;576;5;50;TRUE
491;elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum;non sodales sed tincidunt eu;2018-01-03T00:00:00;2018-01-08T00:00:00;5;912;980;9;94;TRUE
492;ante ipsum primis in faucibus orci luctus;eleifend luctus;2018-01-02T00:00:00;2018-01-08T00:00:00;5;485;458;4;44;TRUE
493;morbi non quam nec;amet cursus id;2018-01-03T00:00:00;2018-01-07T00:00:00;5;706;772;7;73;TRUE
494;blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit;tellus semper interdum;2018-01-04T00:00:00;2018-01-07T00:00:00;5;551;515;5;50;TRUE
495;eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis;dui proin leo odio porttitor id;2018-01-02T00:00:00;2018-01-11T00:00:00;4;215;267;2;21;TRUE
496;vel augue vestibulum rutrum rutrum neque;proin eu mi nulla ac enim;2018-01-02T00:00:00;2018-01-08T00:00:00;4;610;611;6;64;TRUE
497;phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu;lobortis sapien;2018-01-01T00:00:00;2018-01-10T00:00:00;5;135;116;1;14;TRUE
498;ut massa quis augue luctus tincidunt nulla mollis molestie lorem;ut erat id;2018-01-01T00:00:00;2018-01-08T00:00:00;1;680;670;6;61;TRUE
499;nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget;et magnis;2018-01-03T00:00:00;2018-01-10T00:00:00;4;923;984;9;91;TRUE
500;integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum;venenatis tristique fusce congue diam;2018-01-04T00:00:00;2018-01-06T00:00:00;5;307;393;3;33;FALSE
501;commodo placerat praesent blandit;nulla tellus in;2018-01-02T00:00:00;2018-01-08T00:00:00;3;182;130;1;11;FALSE
502;nulla justo aliquam quis turpis;pellentesque quisque;2018-01-02T00:00:00;2018-01-08T00:00:00;5;913;905;9;94;FALSE
503;nulla ac enim in tempor turpis nec;leo odio porttitor id consequat;2018-01-03T00:00:00;2018-01-08T00:00:00;1;613;684;6;63;FALSE
504;ut volutpat sapien arcu sed;mi in porttitor pede;2018-01-03T00:00:00;2018-01-10T00:00:00;5;431;482;4;43;FALSE
505;sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet;magnis dis parturient montes nascetur;2018-01-03T00:00:00;2018-01-10T00:00:00;5;381;324;3;32;FALSE
506;hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at;massa donec dapibus;2018-01-02T00:00:00;2018-01-11T00:00:00;3;331;349;3;30;FALSE
507;potenti in eleifend quam a odio in hac habitasse platea dictumst;a nibh in;2018-01-04T00:00:00;2018-01-10T00:00:00;2;430;459;4;41;FALSE
508;primis in faucibus orci luctus et;ut blandit;2018-01-04T00:00:00;2018-01-06T00:00:00;3;758;776;7;70;FALSE
509;integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam;libero rutrum ac;2018-01-02T00:00:00;2018-01-11T00:00:00;5;951;900;9;94;FALSE
